run_label,temperature,sample_index,mode,question,prompt,gold,prediction,is_valid
checkpoint-1000,0.0,1,base,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,"What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
checkpoint-1000,0.0,1,checkpoint-1000,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE No. = '1995-96';,True
checkpoint-1000,0.0,1,base_simple_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,,False
checkpoint-1000,0.0,1,checkpoint-1000_simple_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE No. = 'Club Team'; WHERE School/Club Team = 'Club Toronto'; COUNT FROM 1-10015132-16; WHERE School/Club Team = 'Club Toronto,False
checkpoint-1000,0.0,1,base_grammar_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT SU,False
checkpoint-1000,0.0,1,checkpoint-1000_grammar_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE No. = '1995-96';,True
checkpoint-1000,0.0,2,base,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,"WHICH CLUB WAS IN TORONTO 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
checkpoint-1000,0.0,2,checkpoint-1000,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,True
checkpoint-1000,0.0,2,base_simple_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,",False
checkpoint-1000,0.0,2,checkpoint-1000_simple_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = ''; WHERE No. = ''; FROM 1-10015132-16; WHERE School/Club Team = ''; FROM 1-10015132-16,False
checkpoint-1000,0.0,2,base_grammar_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,,False
checkpoint-1000,0.0,2,checkpoint-1000_grammar_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,True
checkpoint-1000,0.3,0,base,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,"Query: What is Terrence Ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
checkpoint-1000,0.3,0,checkpoint-1000,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-11553969-1 WHERE Player = 'Terence Ross';,False
checkpoint-1000,0.3,0,base_simple_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,,False
checkpoint-1000,0.3,0,checkpoint-1000_simple_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Player = 'E. ';; COUNT = 'E. '; FROM 1-10015132-16; WHERE Position = 'E. ';; WHERE No. = 'E.,False
checkpoint-1000,0.3,0,base_grammar_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT SU,False
checkpoint-1000,0.3,0,checkpoint-1000_grammar_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Position = 'terrence ross'' na,False
checkpoint-1000,0.3,1,base,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,"What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
checkpoint-1000,0.3,1,checkpoint-1000,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE School/Club Team = 'Toronto 1995-96';,True
checkpoint-1000,0.3,1,base_simple_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,"Player, No., Nationality, Position, Years in Toronto, School/Club Team Team, School/Club Team, Team  , Team",False
checkpoint-1000,0.3,1,checkpoint-1000_simple_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE No. = 'Club Team'; WHERE Years in Toronto = '15-16'; COUNT FROM 1-10015132-16; WHERE School/Club Team = 'Club Team'; W,False
checkpoint-1000,0.3,1,base_grammar_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT SU,False
checkpoint-1000,0.3,1,checkpoint-1000_grammar_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE School/Club Team = '1995-96';,True
checkpoint-1000,0.3,2,base,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,"WHat club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
checkpoint-1000,0.3,2,checkpoint-1000,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-101156218-1 WHERE Years in Toronto = '2003-06';,False
checkpoint-1000,0.3,2,base_simple_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,,False
checkpoint-1000,0.3,2,checkpoint-1000_simple_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = ''15-16'';'SELECT School/Club Team FROM 1-10015132-16;''';''';'''''';'''',False
checkpoint-1000,0.3,2,base_grammar_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,,False
checkpoint-1000,0.3,2,checkpoint-1000_grammar_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,True
checkpoint-1000,0.7,0,base,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,(TABLECONTEXT) (in English only) (in Spanish only) (in Spanish only) (in English only),False
checkpoint-1000,0.7,0,checkpoint-1000,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terence Ross';,True
checkpoint-1000,0.7,0,base_simple_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,,False
checkpoint-1000,0.7,0,checkpoint-1000_simple_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Player = 'E. ';'; COUNT = 'E. '.;'; WHERE Position = 'E. '.;'; COUNT = 'E. '';,False
checkpoint-1000,0.7,0,base_grammar_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,,False
checkpoint-1000,0.7,0,checkpoint-1000_grammar_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Position = 'terrence ross',False
checkpoint-1000,0.7,1,base,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,"What clu was in toronto 1995-96 Tableau: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
checkpoint-1000,0.7,1,checkpoint-1000,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE School/Club Team = 'Toronto 1995-96';,True
checkpoint-1000,0.7,1,base_simple_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,,False
checkpoint-1000,0.7,1,checkpoint-1000_simple_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE No. = ''10015132-16'; COUNT FROM 1-10015132-16; WHERE Years in Toronto = '';';';'';'';''';'',False
checkpoint-1000,0.7,1,base_grammar_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,,False
checkpoint-1000,0.7,1,checkpoint-1000_grammar_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE No. = '1995-96';,True
checkpoint-1000,0.7,2,base,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,"wka was in toronto iii 2003-06 table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
checkpoint-1000,0.7,2,checkpoint-1000,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-11906484-1 WHERE Years in Toronto = '2003-06';,False
checkpoint-1000,0.7,2,base_simple_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,,False
checkpoint-1000,0.7,2,checkpoint-1000_simple_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '''; AND No. = '10015132-16'; AND School/Club Team = 'City Toronto'; WHERE No. = '10015132,False
checkpoint-1000,0.7,2,base_grammar_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,,False
checkpoint-1000,0.7,2,checkpoint-1000_grammar_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,True
checkpoint-1000,1.0,0,base,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,Query type is __author___():__data___ (__adata___s; __trillion_a_s_t[0]:]),False
checkpoint-1000,1.0,0,checkpoint-1000,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrince Ross';,True
checkpoint-1000,1.0,0,base_simple_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,,False
checkpoint-1000,1.0,0,checkpoint-1000_simple_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Position = 'E.'; WHERE Player = 'E... '; COUNT = 'E...'; = 'E...';; = 'E...,False
checkpoint-1000,1.0,0,base_grammar_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT A,False
checkpoint-1000,1.0,0,checkpoint-1000_grammar_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Position = 'terrence ross'' na,False
checkpoint-1000,1.0,1,base,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,"What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team, Club Team",False
checkpoint-1000,1.0,1,checkpoint-1000,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,"SELECT Years in Toronto FROM 1-10015132-16 WHERE Title = '""1995-96""';",False
checkpoint-1000,1.0,1,base_simple_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,"Player, No., Nationality, Position, Years in Toronto, School/Club Team, Team (City)'  '  '       ' ' '",False
checkpoint-1000,1.0,1,checkpoint-1000_simple_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE No. = 'Club Team'; FROM 1-10015132-16 WHERE Years in Toronto = 'EXEX '; = '15-16';';; *SELECT School/Club,False
checkpoint-1000,1.0,1,base_grammar_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,,False
checkpoint-1000,1.0,1,checkpoint-1000_grammar_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE No. = '1995-96';,True
checkpoint-1000,1.0,2,base,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,"Which club was in Toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team Team",False
checkpoint-1000,1.0,2,checkpoint-1000,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015131-16 WHERE Years in Toronto = '2003-06';,False
checkpoint-1000,1.0,2,base_simple_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,=,False
checkpoint-1000,1.0,2,checkpoint-1000_simple_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = 'City/Club Team'; WHERE No. = ' Toronto'; FROM 1-10015132-16 WHERE Years in Toronto = '/ '.SEL,False
checkpoint-1000,1.0,2,base_grammar_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,,False
checkpoint-1000,1.0,2,checkpoint-1000_grammar_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,True
checkpoint-1500,0.0,0,base,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,"Query: What is Terrence Ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
checkpoint-1500,0.0,0,checkpoint-1500,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terence Ross';,True
checkpoint-1500,0.0,0,base_simple_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,,False
checkpoint-1500,0.0,0,checkpoint-1500_simple_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Player = 'E. ';;'; = 'E. ';;';; = 'E. ';;;;;;;;;;;;;;;;;;;,False
checkpoint-1500,0.0,0,base_grammar_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT SU,False
checkpoint-1500,0.0,0,checkpoint-1500_grammar_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Player = 'terrence ross'' na,False
checkpoint-1500,0.0,1,base,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,"What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
